Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
8532248414,Wounded Warrior Project,"WOUNDED WARRIOR PROJECT, INC.",21888,36
108250814041519,Idaho Patient Act,"MELALEUCA, INC.",21865,61
2309566456030859,Human Coalition Action,Human Coalition,21850,40
1929286093813834,Family Friendly Economy Virginia,New Venture Fund,21834,113
321275377976909,The People's Lobby,The People's Lobby,21692,38
322771814739545,Everyone In LA,"UNITED WAY, INC.",21631,19
110115183869197,Senior Burial Benefits,Lerrell Reshawn Carr,21610,109
100423268274562,DIY Crafts,These ads ran without a disclaimer,21490,57
518194348194441,RepresentUs,RepresentUs,21444,256
489163527877026,Plastics Industry Association,Plastics Industry Association Inc,21334,43
166618413413767,Jay Sekulow,American Center for Law and Justice,21311,17
102592959026,Ocean Conservancy,"OCEAN CONSERVANCY, INC.",21148,567
746938465317981,Nuclear Matters,Nuclear Matters,21051,43
754520748264044,Wood by Stu,Stu Designs LLC,20986,757
265268336865693,Do Amore,Do Amore Limited Company,20954,25
922528564440886,George Flinn,FRIENDS OF GEORGE FLINN 2020,20937,43
327202261326682,Stephanie Bice,Bice for Congress,20676,54
107803440835562,US Hot Gears,Click Wonders,20675,759
117762158270896,Washington State Department of Health,Washington State Department of Health,20605,30
135136843854946,Abdelnasser Rashid for Cook County Board of Review,Rashid For Cook,20573,41
114782633404812,Veteran Alert Guide,Manisha Desiree Bocus,20393,148
144100551891,Colonial Downs + Rosie's Gaming,"Colonial Downs Group, LLC",20359,40
1934191280189700,Health Care Voter,Health Care Voter,20268,177
105044144410490,Hot Gear Trends,SI Technews,20228,320
109092142462587,Adam Schiff,SCHIFF FOR CONGRESS,20198,81
104865324298982,The Advantages of Having A Car,Grenda Joseph,20185,84
115130633369844,Medicine Update,Manisha Desiree Bocus,20152,94
103682110993833,Arctic Refuge Defense Campaign,Alaska Wilderness League,20151,30
241672016328637,Lauren Underwood for Congress,LAUREN UNDERWOOD FOR CONGRESS,20122,84
137569740231452,Respect The Look,Respect The Look,20103,516
2373657556181451,United For Oklahoma,United for Oklahoma,20052,110
890229714645666,Californians for Recycling and the Environment,Californians for Recycling and the Environment,20046,18
104743371010110,Yoni Pizer for State Representative,Friends of Yoni Pizer,19857,42
99612358427,American Family Insurance,AMERICAN FAMILY LIFE INSURANCE COMPANY,19854,2
162676813937511,Dan Forest,Committee to Elect Dan Forest,19818,176
176789922364429,Steve Daines,STEVE DAINES FOR MONTANA,19725,579
341881063685,"Imprimis, a Publication of Hillsdale College",HILLSDALE COLLEGE,19686,62
23790541544,Democrats,DCCC,19644,473
1950319871930431,Special Gift,These ads ran without a disclaimer,19433,105
29092950651,TED,TED Conferences,19418,3
838945352867986,Marsicano For Congress,The Committee To Elect Mike Marsicano,19230,31
189069374944833,iWebQuotes,Todd Evans Butcher,19164,2
143986912311328,University of Vermont Continuing and Distance Education,University of Vermont,19153,345
81124177592,Planned Parenthood of the Great Northwest and the Hawaiian Islands,Planned Parenthood of the Great Northwest and Hawaiian Islands,19109,1322
138876992797995,Pura Vida Bracelets,These ads ran without a disclaimer,19022,4
163302087408673,Stop The Donald,Stop the Donald,18996,13
17203056985,Partners In Health,Partners In Health,18989,256
105446074359028,Cancel Conway,VOTE LIBERATION,18975,21
1521463681450292,IL CleanJobs,Illinois Clean Jobs Coalition,18938,37
8291852604,Tobacco Free Florida,Florida Department of Health Bureau of Tobacco Free Florida,18926,16
21834534343,Volunteers of America,"VOLUNTEERS OF AMERICA, INC.",18921,124
711478725532801,Civiqs,Civiqs,18920,39
468906559794011,LaunchGood,LaunchGood Inc.,18887,328
267180743723148,National Geographic Society,National Geographic Society,18840,22
102410941358756,Families for Jackson Justice,Families for Jackson Justice,18772,27
210820618956311,Community Change Action,Center for Community Change Action,18720,41
1376465702586897,Coloradans for Responsible Energy Development,Coloradans for Responsible Energy Development,18719,17
296708523873754,Karla Dennis and Associates Inc.,"Karla Dennis & Associates, Inc",18689,125
118022539598510,Hometown Values,HOMETOWN VALUES PAC,18687,19
788394134539871,USPS Business,United States Postal Service,18616,21
196021640986783,Cristina Tzintzun Ramirez,CRISTINA FOR TEXAS,18615,237
101895607980616,Newsday Headlines,PETER-GAY NIKORA LINDO,18588,8
655065784538368,PredictIt,"PredictIt - Prediction Markets. A project of Victoria University of Wellington, PredictIt has been established to facilitate research into the way markets forecast events.",18522,85
210277954204,The Young Turks,"The Young Turks, Inc.",18439,127
135298176481584,Marine Corps Scholarship Foundation,Marine Corps Scholarship Foundation,18307,94
104599691003943,Cenk Uygur for Congress,Cenk for Congress,18304,44
69983322463,Ted Cruz,TED CRUZ FOR SENATE,18185,24
9062006483,REI,"RECREATIONAL EQUIPMENT, INC.",18172,58
106123517504365,Jeff Sessions,FRIENDS OF SESSIONS SENATE COMMITTEE INC,18141,22
1552675688372326,Color Of Change PAC,Color Of Change PAC,18042,41
127504090616454,NC WARN,NC WARN,17909,93
112694470356789,Trumpcare For America,Stuart Joseph Millar,17903,572
339406479588,NYC Water,NYC Department of Environmental Protection,17898,25
644655489007210,The Solar Institute,The Solar Institute,17811,182
107761702578379,American Institute for Cancer Research - AICR,American Institute for Cancer Research,17786,90
14673807622,Wisconsin Conservation Voters,Wisconsin Conservation Voters Independent Expenditure Committee,17662,78
129255907131113,NumbersUSA,NUMBERSUSA EDUCATION AND RESEARCH FOUNDATION,17591,2
244752722204442,NALEO Educational Fund,NALEO Educational Fund,17486,64
139599847972,National Nurses United,BE A HERO PAC,17413,207
1526596704105609,Common Energy,Common Energy,17391,56
312168682119,The Commonwealth Institute For Fiscal Analysis,"COMMONWEALTH INSTITUTE FOR FISCAL ANALYSIS, THE",17225,43
1933314866923536,With Honor Fund,With Honor Fund,17018,1
120522437962280,Hutchins Center for African & African American Research,The Hutchins Center for African & African American Research at Harvard University,17008,40
971668776283950,PolicyEd,Hoover Institution,16949,441
105668207674409,Alliance for Infant Lifetime Care,Alliance for Infant Lifetime Care,16921,80
153446658100252,Lumina Foundation,Lumina Foundation,16914,108
17023576156,The Leadership Conference on Civil and Human Rights,The Leadership Conference on Civil and Human Rights,16859,545
1651938015128584,Georgians for Lawsuit Reform,Georgians for Lawsuit Reform,16783,16
104061207612190,Denyse for State Rep,Friends of Denyse Stoneback,16761,22
112492646811151,California Census,CA Census 2020,16752,94
46785153750,National Fair Housing Alliance,National Fair Housing Alliance,16704,5
533987556776948,Campaign for Sustainable Rx Pricing,Campaign for Sustainable Rx Pricing,16584,79
328783261284553,Marsy's Law for Tennessee,Marsy's Law for Tennessee,16570,95
1055873511190792,Hello Resistance,Hello Resistance Apparel,16505,16
13365227077,Planned Parenthood Advocates of Wisconsin,Planned Parenthood Advocates of Wisconsin,16432,77
46347342434,EMILY's List,EMILY'S LIST,16428,196
420785874975425,Conservative Institute,The Conservative Institute,16427,779
111970730196550,World War Zero,AMERICAN SECURITY PROJECT,16412,11
834450733337383,ClassAction.com,Alyssa Nicole Bambrick,16227,39
604038030097923,We Make Michigan,The Story of Us,16211,64
109765040588631,Health Express,Sheena Nicole Reid,16205,194
106323360959211,Patriots Republic,Matthew James Stine,16114,3602
364773250335035,OneVirginia2021,OneVirginia2021,16076,29
112735922758892,Charlie Kirk,Charlie Kirk,16056,14
586751814690068,Joni Ernst,Joni for Iowa,15967,19
207901812670026,theSkimm,"TheSkimm, Inc",15911,4
2123621147662486,Michigan Advance,Michigan Advance,15904,195
102595498024546,MN vs Trump,Alliance for a Better Minnesota Federal PAC,15893,1363
112325855474892,Speak Up For Education and Kids,National Education Association,15877,718
377392172830318,Representative Ross Spano,Office of Representative Ross Spano,15840,38
1765073800454902,Reform Austin,Reform Austin Inc.,15827,95
772157579482867,Texans For Clean Water,Texans for Clean Water,15669,10
104117891137180,Everyday is a Second Chance,Shi Yuan Ge,15659,56
916623425064173,One Nation,One Nation,15587,20
344691318986362,AccessMatters,ACCESSMATTERS,15510,23
356482637745012,Stansberry Research,Stansberry Research,15296,51
300992409852,Hoover Institution,Hoover Institution,15275,276
101359811498192,Cost of Chaos,Priorities USA Action. 202-455-8428. Not authorized by any candidate or candidate's committee.,15191,113
123324264379603,Committee of Interns and Residents,Committee of Interns and Residents,15170,175
8492293163,Environmental Defense Fund,Environmental Defense Fund,15155,585
427290978110426,Backpage Trafficking,X Social Media LLC,14996,4
1316423028507925,Better Future Michigan,Better Future Michigan. Not Authorized by any Candidate or Candidate’s Committee,14989,5
109091020559914,Margaret Croke,Croke for Illinois,14987,41
30708742052,FCTRY,FCTRY,14942,120
130848666099,Business Forward,Business Forward Inc.,14894,61
257019421075897,Cory Gardner,Cory Gardner for Senate,14873,33
8057376739,The Nature Conservancy,Nature Conservancy,14833,32
106991060749369,OneALASKA,OneAlaska,14818,35
44705166993,Vote.org,Vote.org,14816,17
100562019990818,U.S. Term Limits,U.S. Term Limits Inc.,14758,31
107346437493190,GTFO,PACRONYM,14746,28
8924408197,National Partnership for Women & Families,National Partnership for Women & Families,14735,55
2264090133834042,Invite Research,Precision Network,14701,155
104640291008398,Cut Illinois Taxes Now,Cut Illinois Taxes Now,14665,45
54684090291,Partnership for Drug-Free Kids,The National Center on Addiction and Substance Abuse with Facebook ad credits,14639,1
1204754733024419,People's Power Grab,ACRONYM,14597,48
114274493350512,Georgia Alliance for Community Hospitals,Georgia Alliance for Community Hospitals,14581,44
7192716362,Amnesty International USA,Amnesty International USA,14557,85
109679290004,Los Angeles Regional Food Bank,LOS ANGELES REGIONAL FOOD BANK,14505,38
110031723895365,Living As One Now,Lynn Nguyen,14505,51
169597416843751,Stand Up America,Stand Up America,14501,52
104837654463416,Health Smarts,Ariel Earl Jordan,14491,146
103009087770334,Get Trumpcare Now,The Stuart Agency,14449,1328
418087238731140,Robert Peters for Senate,Peters for Illinois,14427,26
28896772146,San Diego Zoo,ZOOLOGICAL SOCIETY OF SAN DIEGO,14351,40
1790258774419239,Representative Sharice Davids,Representative Sharice Davids,14350,10
100733324792130,Mary Miller for Baltimore,Miller for Baltimore,14209,8
109136650636111,Harold Hayes for State Representative,Friends of Harold M. Hayes,14193,24
260131294484,Bethesda Lutheran Communities,Bethesda Lutheran Communities,14181,65
39910576365,National Alliance for Public Charter Schools,NATIONAL ALLIANCE FOR PUBLIC CHARTER SCHOOLS,14112,378
195940624693977,Country Wide Concealed,Countrywide Concealed,14104,15
1382596251873013,Nevada Current,Nevada Current,14104,156
474062436008137,Michael McCaul for Texas,"McCaul for Congress, Inc.",14088,23
355294377918872,American Federation for Children - Arizona Chapter,American Federation for Children,14074,219
103585914398956,Energy In Focus,Julie Michelle Moore,14066,93
1682876188698809,United for Respect,United for Respect,14014,47
589787637733608,Scherie S. Murray,SCHERIE MURRAY FOR CONGRESS,13883,18
142474049098533,Robert Reich,Penguin Random House LLC,13883,655
37892661587,JDC,JDC,13808,70
587835028017559,Eric Holcomb,Eric Holcomb for Indiana,13805,15
524527947625571,South Dakota Department of Health,South Dakota Department of Health,13741,9
21472760578,C-SPAN,C-SPAN,13739,17
360424321432255,Doha Debates,Doha Debates,13720,26
29770886815,Marijuana Policy Project,Marijuana Policy Project,13691,34
215485388588143,Ann Wagner,Office of Congresswoman Ann Wagner,13579,25
220181095294686,American Federation for Children Action Fund - Wisconsin IE Committee,American Federation for Children Action Fund – WI IE Committee,13526,704
237224053850789,Mobile Workers Alliance,Mobile Workers Alliance,13501,64
111111360297173,Meg Loughran Cappel For IL State Senate 49th,Committee to Elect Meg Loughran Cappel,13379,17
104760636770,Vera Institute of Justice,"Vera Institute of Justice, Inc.",13353,30
130234313704399,United We Dream,United We Dream Network,13342,30
175797376373,"WaterFurnace Geothermal Heating, Cooling & Hot Water","WATERFURNACE INTERNATIONAL, INC.",13340,2
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",13283,277
1439364926329185,Animal Matters,Animal Matters,13271,72
1539436112984269,Lieutenant Governor Kathy Hochul,New York State Women’s Suffrage Commission,13267,28
833845080319275,The Daily Patriot,Full Tilt Holdings LLC,13256,101
163965296965203,32BJ SEIU,LOCAL 32 BJ SEIU,13228,18
242077219243971,The Presidential Coalition,The Presidential Coalition,13155,29
108118933908193,Next Level Goods,Next Level Goods LLC,13117,171
394985931121948,Maura McMahon Zeller for Cook County Judge,Friends of Maura McMahon Zeller,13062,11
110746996993983,The Gander Newsroom,Courier Newsroom,13058,5
106068970822975,Safe Schools & Healthy Learning,Californians for Safe Schools & Healthy Learning,13041,94
347844152343949,Sara Jacobs,Sara Jacobs for Congress,13035,21
394817334402124,2020 Trump Bill,Innovative Ecomm LLC,13031,7
92730524910,AdventHealth,AdventHealth,13000,2
126694924050678,Xavier Becerra,Becerra for Attorney General 2022,12953,12
249220035141307,Planned Parenthood of Indiana and Kentucky,Planned Parenthood of Indiana and Kentucky,12913,706
706716899745696,Women for Trump,"DONALD J. TRUMP FOR PRESIDENT, INC.",12903,355
537299709721112,Advantage Gold,Advantage Gold Group,12870,21
118852951506737,Industry City,Industry City,12865,13
112723367025798,Chicago Census 2020,Joshua Robert Benson,12836,9
100391988083233,Triggered Freedom Apparel,Triggered Freedom Apparel,12828,2364
34362997676,United States Holocaust Memorial Museum,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,12824,153
58158120046,ACLJ,American Center for Law and Justice,12820,10
96159580682,Maine Democratic Party,MAINE DEMOCRATIC PARTY,12810,32
700806360047982,CFG Action,Club for Growth Action,12800,41
154471447959196,Institute for Veterans and Military Families - IVMF,Institute for Veterans and Military Families,12792,12
750053788435485,Texas Oil and Gas Association,Texas Oil & Gas Association,12742,6
718695571507724,Texans for Natural Gas,Texans for Natural Gas,12704,16
407664862957433,Ammar Campa-Najjar for Congress,AMMAR CAMPA-NAJJAR FOR CONGRESS,12689,156
105793837533545,Virginia Works,American Culture,12668,14
2246364628908665,Uniting Missouri,Uniting Missouri,12649,12
27311599342,Preemptive Love,Preemptive Love Coalition,12647,13
10498053716,Media Research Center,MEDIA RESEARCH CENTER,12640,14
8815573924,Utah Food Bank,UTAH FOOD BANK,12617,18
7341997111,Conservation International,Conservation International,12577,38
174009339411865,SmartNews,These ads ran without a disclaimer,12494,974
431099560800970,Front Page Live,"Front Page Live, Inc.",12467,1321
243510442756370,Justice Democrats,JUSTICE DEMOCRATS PAC,12455,456
1585761838387907,Unity College Online,Unity College,12452,33
329548021121218,Chicago Clean Energy Authority,Chicago Clean Energy Authority,12442,10
25055115099,Intuit,INTUIT INC.,12427,102
111824001908,Hakeem Jeffries,JEFFRIES FOR CONGRESS,12411,80
109059850684465,Pay Your Taxes Millionaire Mike Garcia,DCCC. (202) 863-1500. Not authorized by any candidate or candidate’s committee.,12405,126
128364383840489,Chris Larson,Larson for MKE,12378,31
251499331992885,VA Claim Pros,These ads ran without a disclaimer,12368,11
106469240890813,Military Support,Whats Your Injury Worth,12353,93
146817005352784,Wellness.com,"Beachside Media, Inc.",12333,24
10252353761,Commonwealth Foundation,The Commonwealth Foundation,12314,170
111324359048459,Dr. Roger Marshall,KANSANS FOR MARSHALL,12281,66
96935476345,Democratic Governors Association (DGA),DEMOCRATIC ACTION,12268,17
54210104594,Indiana University,Indiana University,12231,43
7814597100,Jim Jordan for Congress,JIM JORDAN FOR CONGRESS,12231,28
369213013828722,El Paso County Colorado Progressive Veterans,El Paso County Democratic Veterans Initiative dba El Paso County Colorado Progressive Veterans,12167,365
106334117471036,Anbaric,Anbaric Development Partners,12156,335
